time,wave_height,wave_period,wind_wave_peak_period,wave_direction,wind_wave_height,wind_wave_direction,wind_wave_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_period,secondary_swell_wave_direction,sea_level_height_msl,sea_surface_temperature,ocean_current_velocity,ocean_current_direction,invert_barometer_height
2024-11-26 00:00:00,0.96,6.2,,67,0.36,2,2.4,0.9,76,5.6,,,,,-0.13,24.0,0.9,180,-0.06
2024-11-26 01:00:00,0.94,6.2,,68,0.32,0,2.35,0.86,79,5.65,,,,,-0.14,23.9,0.9,180,-0.06
2024-11-26 02:00:00,0.94,6.25,,68,0.3,359,2.25,0.82,81,5.8,,,,,-0.16,23.9,0.7,180,-0.05
2024-11-26 03:00:00,0.92,6.25,,69,0.26,357,2.15,0.78,84,5.9,,,,,-0.19,23.8,0.7,180,-0.05
2024-11-26 04:00:00,0.92,6.3,,69,0.24,355,1.95,0.76,84,6.0,,,,,-0.26,23.7,0.7,180,-0.04
2024-11-26 05:00:00,0.9,6.35,,70,0.22,352,1.7,0.74,83,6.05,,,,,-0.35,23.6,0.7,180,-0.04
2024-11-26 06:00:00,0.9,6.4,,70,0.2,350,1.55,0.72,83,6.05,,,,,-0.43,23.6,0.7,180,-0.03
2024-11-26 07:00:00,0.9,6.4,,70,0.22,352,1.65,0.7,80,5.95,,,,,-0.5,23.5,0.7,180,-0.04
2024-11-26 08:00:00,0.9,6.4,,69,0.24,355,1.85,0.7,76,5.8,,,,,-0.52,23.5,0.7,166,-0.03
2024-11-26 09:00:00,0.9,6.4,,69,0.26,357,2.05,0.68,73,5.8,,,,,-0.47,23.5,0.6,162,-0.03
2024-11-26 10:00:00,0.9,6.35,,67,0.3,357,2.15,0.66,79,6.1,,,,,-0.36,23.4,0.6,162,-0.03
2024-11-26 11:00:00,0.92,6.25,,66,0.32,356,2.25,0.66,86,6.55,,,,,-0.24,23.4,0.7,166,-0.04
2024-11-26 12:00:00,0.92,6.2,,64,0.36,356,2.3,0.64,92,6.75,,,,,-0.15,23.4,0.7,166,-0.03
2024-11-26 13:00:00,0.92,6.2,,64,0.36,0,2.35,0.7,86,6.55,,,,,-0.09,23.4,0.7,166,-0.03
2024-11-26 14:00:00,0.9,6.25,,65,0.36,4,2.45,0.76,81,6.15,,,,,-0.07,23.5,0.6,162,-0.03
2024-11-26 15:00:00,0.9,6.3,,65,0.36,8,2.45,0.82,75,5.85,,,,,-0.07,23.5,0.7,166,-0.02
2024-11-26 16:00:00,0.9,6.35,,66,0.34,14,2.45,0.82,74,5.75,,,,,-0.09,23.6,0.6,162,-0.01
2024-11-26 17:00:00,0.9,6.35,,67,0.34,21,2.4,0.84,74,5.75,,,,,-0.14,23.7,0.6,162,0.0
2024-11-26 18:00:00,0.9,6.4,,68,0.32,27,2.3,0.84,73,5.75,,,,,-0.2,23.8,0.6,162,0.01
2024-11-26 19:00:00,0.9,6.45,,69,0.26,23,2.15,0.86,73,5.7,,,,,-0.25,23.8,0.6,162,0.01
2024-11-26 20:00:00,0.92,6.55,,70,0.2,18,1.95,0.88,72,5.65,,,,,-0.25,23.9,0.6,146,0.01
2024-11-26 21:00:00,0.92,6.65,,71,0.14,14,1.7,0.9,72,5.65,,,,,-0.21,23.9,0.5,135,0.01
2024-11-26 22:00:00,0.9,6.75,,73,0.1,10,1.3,0.88,73,5.7,,,,,-0.12,23.9,0.5,135,0.0
2024-11-26 23:00:00,0.86,6.85,,74,0.08,6,0.85,0.86,75,5.75,,,,,-0.01,24.0,0.6,108,0.0
2024-11-27 00:00:00,0.84,6.95,,76,0.04,2,0.5,0.84,76,5.8,,,,,0.09,24.0,0.5,90,-0.01
2024-11-27 01:00:00,0.84,7.05,,77,0.04,0,0.4,0.84,77,5.85,,,,,0.14,24.0,0.5,90,-0.01
2024-11-27 02:00:00,0.82,7.15,,78,0.02,358,0.5,0.82,78,5.95,,,,,0.15,23.9,0.5,90,-0.01
2024-11-27 03:00:00,0.82,7.2,,79,0.02,356,0.55,0.82,79,6.0,,,,,0.12,23.9,0.6,72,-0.01
2024-11-27 04:00:00,0.82,7.25,,79,0.02,354,0.6,0.8,79,6.05,,,,,0.07,23.8,0.6,72,0.0
2024-11-27 05:00:00,0.8,7.3,,80,0.02,352,0.6,0.8,80,6.1,,,,,-0.01,23.8,0.6,72,0.0
2024-11-27 06:00:00,0.8,7.35,,80,0.02,350,0.65,0.78,80,6.1,,,,,-0.12,23.8,0.5,45,0.01
2024-11-27 07:00:00,0.8,7.35,,80,0.02,351,0.65,0.76,80,6.05,,,,,-0.21,23.7,0.4,63,0.01
2024-11-27 08:00:00,0.78,7.4,,81,0.04,351,0.6,0.76,80,6.0,,,,,-0.26,23.6,0.4,63,0.01
2024-11-27 09:00:00,0.78,7.4,,81,0.04,352,0.65,0.74,80,5.95,,,,,-0.27,23.6,0.4,63,0.01
2024-11-27 10:00:00,0.78,7.4,,81,0.06,352,0.8,0.74,80,5.95,,,,,-0.2,23.5,0.2,90,0.01
2024-11-27 11:00:00,0.76,7.45,,81,0.06,351,0.95,0.72,81,5.95,,,,,-0.07,23.5,0.4,90,0.01
2024-11-27 12:00:00,0.76,7.45,,81,0.08,351,1.15,0.72,81,6.0,,,,,0.05,23.6,0.4,90,0.01
2024-11-27 13:00:00,0.76,7.5,,81,0.1,355,1.35,0.72,81,6.05,,,,,0.14,23.9,0.4,117,0.01
2024-11-27 14:00:00,0.76,7.55,,81,0.1,359,1.5,0.72,81,6.15,,,,,0.18,24.1,0.4,117,0.02
2024-11-27 15:00:00,0.76,7.55,,81,0.12,3,1.65,0.72,81,6.2,,,,,0.17,24.5,0.5,135,0.03
2024-11-27 16:00:00,0.76,7.55,,81,0.14,6,1.75,0.72,81,6.2,,,,,0.13,24.9,0.5,135,0.03
2024-11-27 17:00:00,0.74,7.5,,80,0.14,10,1.85,0.7,82,6.2,,,,,0.04,25.2,0.6,146,0.04
2024-11-27 18:00:00,0.74,7.5,,80,0.16,13,1.85,0.7,82,6.2,,,,,-0.07,25.4,0.6,146,0.04
