time,wave_height,wave_period,wind_wave_peak_period,wave_direction,wind_wave_height,wind_wave_direction,wind_wave_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_period,secondary_swell_wave_direction,sea_level_height_msl,sea_surface_temperature,ocean_current_velocity,ocean_current_direction,invert_barometer_height
2021-11-26 00:00:00,0.86,6.15,,61,0.48,3,2.7,0.52,109,8.35,,,,,,,,,
2021-11-26 01:00:00,0.84,6.25,,62,0.46,4,2.65,0.54,110,8.1,,,,,,,,,
2021-11-26 02:00:00,0.84,6.35,,64,0.44,6,2.6,0.54,111,7.7,,,,,,,,,
2021-11-26 03:00:00,0.82,6.35,,65,0.42,7,2.6,0.56,112,7.15,,,,,,,,,
2021-11-26 04:00:00,0.84,6.3,,64,0.42,8,2.6,0.58,96,6.25,,,,,,,,,
2021-11-26 05:00:00,0.86,6.15,,63,0.44,10,2.6,0.6,80,5.25,,,,,,,,,
2021-11-26 06:00:00,0.88,6.05,,62,0.44,11,2.6,0.62,64,4.5,,,,,,,,,
2021-11-26 07:00:00,0.9,5.95,,60,0.44,10,2.6,0.66,64,4.35,,,,,,,,,
2021-11-26 08:00:00,0.9,5.8,,59,0.44,8,2.6,0.68,63,4.5,,,,,,,,,
2021-11-26 09:00:00,0.92,5.8,,57,0.44,7,2.6,0.72,63,4.7,,,,,,,,,
2021-11-26 10:00:00,0.98,5.95,,56,0.46,4,2.65,0.78,62,4.9,,,,,,,,,
2021-11-26 11:00:00,1.06,6.25,,55,0.46,1,2.75,0.86,62,5.2,,,,,,,,,
2021-11-26 12:00:00,1.12,6.4,,54,0.48,358,2.75,0.92,61,5.35,,,,,,,,,
2021-11-26 13:00:00,1.04,6.35,,56,0.4,354,2.6,0.86,61,5.3,,,,,,,,,
2021-11-26 14:00:00,0.94,6.15,,58,0.32,351,2.35,0.82,61,5.15,,,,,,,,,
2021-11-26 15:00:00,0.86,6.05,,60,0.24,347,2.05,0.76,61,5.0,,,,,,,,,
2021-11-26 16:00:00,0.84,6.1,,62,0.2,344,1.75,0.76,62,4.95,,,,,,,,,
2021-11-26 17:00:00,0.82,6.3,,65,0.14,340,1.45,0.74,62,4.95,,,,,,,,,
2021-11-26 18:00:00,0.8,6.45,,67,0.1,337,1.15,0.74,63,5.0,,,,,,,,,
2021-11-26 19:00:00,0.82,6.65,,69,0.08,315,0.95,0.76,64,5.15,,,,,,,,,
2021-11-26 20:00:00,0.82,6.85,,70,0.04,292,0.75,0.78,66,5.35,,,,,,,,,
2021-11-26 21:00:00,0.84,7.0,,72,0.02,270,0.65,0.8,67,5.5,,,,,,,,,
2021-11-26 22:00:00,0.84,7.1,,73,0.02,244,0.6,0.8,68,5.6,,,,,,,,,
2021-11-26 23:00:00,0.82,7.2,,74,0.02,218,0.6,0.78,69,5.7,,,,,,,,,
2021-11-27 00:00:00,0.82,7.25,,75,0.02,192,0.6,0.78,70,5.75,,,,,,,,,
2021-11-27 01:00:00,0.82,7.25,,76,0.02,195,0.6,0.78,71,5.8,,,,,,,,,
2021-11-27 02:00:00,0.8,7.25,,77,0.02,198,0.65,0.76,72,5.8,,,,,,,,,
2021-11-27 03:00:00,0.8,7.25,,78,0.02,201,0.6,0.76,73,5.8,,,,,,,,,
2021-11-27 04:00:00,0.78,7.25,,78,0.02,206,0.4,0.74,73,5.8,,,,,,,,,
2021-11-27 05:00:00,0.78,7.2,,79,0.0,212,0.2,0.74,74,5.8,,,,,,,,,
2021-11-27 06:00:00,0.76,7.2,,79,0.0,217,0.0,0.72,74,5.8,,,,,,,,,
2021-11-27 07:00:00,0.74,7.2,,79,0.0,205,0.0,0.72,74,5.8,,,,,,,,,
2021-11-27 08:00:00,0.74,7.2,,80,0.0,192,0.0,0.7,75,5.8,,,,,,,,,
2021-11-27 09:00:00,0.72,7.2,,80,0.0,180,0.0,0.7,75,5.8,,,,,,,,,
2021-11-27 10:00:00,0.72,7.2,,81,0.0,167,0.0,0.7,75,5.8,,,,,,,,,
2021-11-27 11:00:00,0.72,7.25,,81,0.0,155,0.0,0.7,75,5.8,,,,,,,,,
2021-11-27 12:00:00,0.72,7.25,,82,0.0,142,0.0,0.7,75,5.85,,,,,,,,,
2021-11-27 13:00:00,0.74,7.25,,85,0.0,149,0.0,0.7,75,5.9,,,,,,,,,
2021-11-27 14:00:00,0.76,7.2,,88,0.0,156,0.0,0.7,76,5.95,,,,,,,,,
2021-11-27 15:00:00,0.78,7.15,,91,0.0,163,0.0,0.7,76,6.0,,,,,,,,,
2021-11-27 16:00:00,0.8,7.05,,97,0.0,169,0.15,0.68,76,6.05,,,,,,,,,
2021-11-27 17:00:00,0.8,6.95,,102,0.02,174,0.4,0.68,77,6.05,,,,,,,,,
2021-11-27 18:00:00,0.82,6.85,,108,0.02,180,0.6,0.66,77,6.1,,,,,,,,,
2021-11-27 19:00:00,0.82,6.7,,113,0.04,184,0.7,0.64,77,6.1,,,,,,,,,
2021-11-27 20:00:00,0.84,6.6,,119,0.08,187,0.75,0.64,78,6.15,,,,,,,,,
2021-11-27 21:00:00,0.84,6.5,,124,0.1,191,0.85,0.62,78,6.2,,,,,,,,,
2021-11-27 22:00:00,0.88,6.55,,126,0.14,193,1.1,0.64,79,6.4,,,,,,,,,
2021-11-27 23:00:00,0.92,6.6,,127,0.18,196,1.45,0.66,79,6.6,,,,,,,,,
2021-11-28 00:00:00,0.96,6.7,,129,0.22,198,1.6,0.68,80,6.7,,,,,,,,,
2021-11-28 01:00:00,0.94,6.7,,127,0.18,200,1.45,0.68,96,6.5,,,,,,,,,
2021-11-28 02:00:00,0.92,6.7,,126,0.14,202,1.15,0.68,111,6.15,,,,,,,,,
2021-11-28 03:00:00,0.9,6.75,,124,0.1,204,0.9,0.68,127,5.95,,,,,,,,,
2021-11-28 04:00:00,0.9,6.85,,120,0.08,206,0.75,0.68,112,6.1,,,,,,,,,
2021-11-28 05:00:00,0.88,7.05,,117,0.06,208,0.7,0.68,97,6.45,,,,,,,,,
2021-11-28 06:00:00,0.88,7.2,,113,0.04,210,0.65,0.68,82,6.7,,,,,,,,,
2021-11-28 07:00:00,0.88,7.35,,111,0.04,204,0.65,0.7,83,6.8,,,,,,,,,
2021-11-28 08:00:00,0.88,7.45,,110,0.04,197,0.65,0.7,83,6.8,,,,,,,,,
2021-11-28 09:00:00,0.88,7.55,,108,0.04,191,0.65,0.72,84,6.8,,,,,,,,,
2021-11-28 10:00:00,0.86,7.55,,108,0.04,186,0.65,0.72,85,6.75,,,,,,,,,
2021-11-28 11:00:00,0.86,7.55,,108,0.04,182,0.65,0.7,85,6.7,,,,,,,,,
2021-11-28 12:00:00,0.84,7.5,,108,0.04,177,0.65,0.7,86,6.65,,,,,,,,,
2021-11-28 13:00:00,0.84,7.5,,108,0.04,170,0.65,0.7,87,6.6,,,,,,,,,
2021-11-28 14:00:00,0.82,7.5,,108,0.02,163,0.65,0.7,87,6.6,,,,,,,,,
2021-11-28 15:00:00,0.82,7.5,,108,0.02,156,0.6,0.7,88,6.55,,,,,,,,,
2021-11-28 16:00:00,0.82,7.5,,108,0.02,149,0.55,0.7,90,6.5,,,,,,,,,
